stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\User\Downloads\CSI2P1-Final-Project-Template - 複製\SourceCode8\allegro5.cfg r
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  13.02509] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  13.02510] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  13.02511] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  13.02524] added dtor for bitmap 000000000b27fac0, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02526] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02528] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02529] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02530] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02531] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02532] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02533] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02534] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02535] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  13.02535] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  13.02536] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  13.02537] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  13.02538] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  13.02551] added dtor for bitmap 000000000b25a960, func 00007ffcffe21bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.02554] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.02555] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.02823] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.02826] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.02870] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.02873] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.02917] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.02919] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.04388] removed dtor for bitmap 000000000b27fe20
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.04392] removed dtor for bitmap 000000000b27f910
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.04394] removed dtor for bitmap 000000000b27fac0
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.04406] removed dtor for bitmap 000000000b25a960
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.04445] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.04448] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.15773] removed dtor for bitmap 000000000b27fc70
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15784] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15785] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15786] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15787] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15788] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15789] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15790] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15792] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15793] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  13.15794] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  13.15795] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  13.15796] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  13.15797] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  13.15808] added dtor for bitmap 000000000b27fc70, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15810] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15811] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15812] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15813] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15813] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15814] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15815] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15816] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15817] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  13.15818] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  13.15819] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  13.15820] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  13.15821] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  13.15835] added dtor for bitmap 000000000b27f910, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15838] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15839] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15840] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15841] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15842] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15843] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15844] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15845] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15846] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  13.15846] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  13.15847] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  13.15848] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  13.15850] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  13.15864] added dtor for bitmap 000000000b27fe20, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15866] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15867] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15868] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15869] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15870] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15871] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15872] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15873] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15874] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  13.15875] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  13.15876] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  13.15877] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  13.15878] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  13.15891] added dtor for bitmap 000000000b27fac0, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15893] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15894] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15895] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15896] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15897] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15898] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15899] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15900] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15901] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  13.15902] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  13.15903] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  13.15904] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  13.15905] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  13.15918] added dtor for bitmap 000000000b259f40, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15920] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15921] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15922] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15923] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15924] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15925] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15925] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15926] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.15927] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  13.15928] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  13.15929] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  13.15930] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  13.15931] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  13.15944] added dtor for bitmap 000000000b25b1d0, func 00007ffcffe21bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.15947] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.15948] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.16252] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.16255] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.16305] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.16308] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.16358] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.16360] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.16411] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.16414] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.18183] removed dtor for bitmap 000000000b27f910
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.18188] removed dtor for bitmap 000000000b27fe20
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.18194] removed dtor for bitmap 000000000b27fac0
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.18200] removed dtor for bitmap 000000000b259f40
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.18208] removed dtor for bitmap 000000000b25b1d0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.18244] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.18247] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.46912] removed dtor for bitmap 0000000002759880
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.46933] removed dtor for bitmap 000000000adb3de0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.46946] removed dtor for bitmap 0000000002758fb0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.46955] removed dtor for bitmap 0000000002759160
